"","x"
"4108","no"
"4109","no"
"4110","no"
"4111","no"
"4112","no"
"4113","no"
"4114","no"
"4115","no"
"4116","no"
"4117","no"
"4118","no"
"4119","no"
"4120","no"
"4121","no"
"4122","no"
"4123","no"
"4124","no"
"4125","no"
"4126","no"
"4127","no"
"4128","no"
"4129","no"
"4130","no"
"4131","no"
"4132","no"
"4133","no"
"4134","no"
"4135","no"
"4136","yes"
"4137","no"
"4138","no"
"4139","no"
"4140","no"
"4141","no"
"4142","no"
"4143","no"
"4144","no"
"4145","no"
"4146","no"
"4147","no"
"4148","no"
"4149","no"
"4150","no"
"4151","no"
"4152","no"
"4153","no"
"4154","no"
"4155","yes"
"4156","no"
"4157","yes"
"4158","no"
"4159","no"
"4160","no"
"4161","no"
"4162","no"
"4163","no"
"4164","no"
"4165","no"
"4166","no"
"4167","no"
"4168","no"
"4169","no"
"4170","no"
"4171","no"
"4172","no"
"4173","no"
"4174","no"
"4175","yes"
"4176","no"
"4177","no"
"4178","no"
"4179","yes"
"4180","no"
"4181","no"
"4182","no"
"4183","no"
"4184","no"
"4185","no"
"4186","no"
"4187","no"
"4188","no"
"4189","no"
"4190","yes"
"4191","no"
"4192","no"
"4193","no"
"4194","no"
"4195","no"
"4196","no"
"4197","no"
"4198","no"
"4199","no"
"4200","no"
"4201","yes"
"4202","no"
"4203","no"
"4204","no"
"4205","no"
"4206","no"
"4207","no"
"4208","no"
"4209","no"
"4210","no"
"4211","yes"
"4212","no"
"4213","no"
"4214","no"
"4215","no"
"4216","no"
"4217","no"
"4218","no"
"4219","no"
"4220","no"
"4221","no"
"4222","yes"
"4223","no"
"4224","no"
"4225","no"
"4226","yes"
"4227","no"
"4228","no"
"4229","no"
"4230","no"
"4231","no"
"4232","no"
"4233","no"
"4234","no"
"4235","no"
"4236","no"
"4237","no"
"4238","no"
"4239","no"
"4240","no"
"4241","no"
"4242","yes"
"4243","yes"
"4244","no"
"4245","no"
"4246","no"
"4247","no"
"4248","no"
"4249","no"
"4250","no"
"4251","no"
"4252","no"
"4253","no"
"4254","no"
"4255","no"
"4256","no"
"4257","no"
"4258","no"
"4259","no"
"4260","no"
"4261","no"
"4262","no"
"4263","no"
"4264","no"
"4265","no"
"4266","no"
"4267","no"
"4268","no"
"4269","no"
"4270","no"
"4271","no"
"4272","yes"
"4273","no"
"4274","no"
"4275","no"
"4276","no"
"4277","no"
"4278","no"
"4279","no"
"4280","no"
"4281","no"
"4282","no"
"4283","no"
"4284","no"
"4285","no"
"4286","no"
"4287","no"
"4288","no"
"4289","yes"
"4290","no"
"4291","no"
"4292","no"
"4293","no"
"4294","no"
"4295","no"
"4296","no"
"4297","no"
"4298","no"
"4299","no"
"4300","no"
"4301","no"
"4302","no"
"4303","no"
"4304","no"
"4305","no"
"4306","yes"
"4307","no"
"4308","no"
"4309","no"
"4310","no"
"4311","no"
"4312","no"
"4313","no"
"4314","no"
"4315","no"
"4316","no"
"4317","no"
"4318","no"
"4319","no"
"4320","no"
"4321","no"
"4322","no"
"4323","no"
"4324","no"
"4325","no"
"4326","no"
"4327","no"
"4328","no"
"4329","no"
"4330","no"
"4331","no"
"4332","no"
"4333","no"
"4334","no"
"4335","no"
"4336","no"
"4337","no"
"4338","no"
"4339","no"
"4340","no"
"4341","no"
"4342","no"
"4343","no"
"4344","no"
"4345","no"
"4346","yes"
"4347","no"
"4348","no"
"4349","no"
"4350","no"
"4351","no"
"4352","no"
"4353","no"
"4354","no"
"4355","no"
"4356","no"
"4357","no"
"4358","no"
"4359","no"
"4360","no"
"4361","no"
"4362","no"
"4363","no"
"4364","no"
"4365","yes"
"4366","no"
"4367","no"
"4368","no"
"4369","no"
"4370","no"
"4371","no"
"4372","no"
"4373","no"
"4374","no"
"4375","no"
"4376","no"
"4377","no"
"4378","no"
"4379","yes"
"4380","yes"
"4381","no"
"4382","no"
"4383","no"
"4384","no"
"4385","no"
"4386","no"
"4387","no"
"4388","no"
"4389","no"
"4390","no"
"4391","no"
"4392","no"
"4393","yes"
"4394","no"
"4395","yes"
"4396","no"
"4397","no"
"4398","yes"
"4399","no"
"4400","yes"
"4401","no"
"4402","no"
"4403","no"
"4404","no"
"4405","no"
"4406","no"
"4407","no"
"4408","no"
"4409","no"
"4410","no"
"4411","no"
"4412","yes"
"4413","no"
"4414","no"
"4415","no"
"4416","no"
"4417","no"
"4418","no"
"4419","no"
"4420","no"
"4421","no"
"4422","no"
"4423","no"
"4424","no"
"4425","no"
"4426","no"
"4427","no"
"4428","no"
"4429","no"
"4430","no"
"4431","no"
"4432","no"
"4433","no"
"4434","no"
"4435","no"
"4436","no"
"4437","no"
"4438","no"
"4439","no"
"4440","no"
"4441","no"
"4442","no"
"4443","no"
"4444","no"
"4445","no"
"4446","no"
"4447","no"
"4448","no"
"4449","no"
"4450","no"
"4451","no"
"4452","no"
"4453","no"
"4454","no"
"4455","no"
"4456","no"
"4457","no"
"4458","yes"
"4459","no"
"4460","yes"
"4461","no"
"4462","no"
"4463","no"
"4464","no"
"4465","no"
"4466","yes"
"4467","no"
"4468","yes"
"4469","no"
"4470","no"
"4471","yes"
"4472","no"
"4473","no"
"4474","no"
"4475","no"
"4476","no"
"4477","no"
"4478","no"
"4479","no"
"4480","no"
"4481","no"
"4482","no"
"4483","yes"
"4484","no"
"4485","no"
"4486","no"
"4487","no"
"4488","no"
"4489","no"
"4490","no"
"4491","yes"
"4492","no"
"4493","no"
"4494","no"
"4495","no"
"4496","no"
"4497","no"
"4498","yes"
"4499","no"
"4500","no"
"4501","no"
"4502","no"
"4503","no"
"4504","no"
"4505","no"
"4506","no"
"4507","no"
"4508","no"
"4509","no"
"4510","no"
"4511","yes"
"4512","no"
"4513","no"
"4514","no"
"4515","no"
"4516","no"
"4517","no"
"4518","no"
"4519","no"
"4520","no"
"4521","no"
"4522","no"
"4523","no"
"4524","no"
"4525","no"
"4526","yes"
"4527","no"
"4528","no"
"4529","no"
"4530","no"
"4531","no"
"4532","no"
"4533","yes"
"4534","yes"
"4535","no"
"4536","no"
"4537","no"
"4538","no"
"4539","no"
"4540","yes"
"4541","no"
"4542","no"
"4543","yes"
"4544","no"
"4545","no"
"4546","no"
"4547","no"
"4548","yes"
"4549","no"
"4550","no"
"4551","no"
"4552","no"
"4553","no"
"4554","yes"
"4555","yes"
"4556","no"
"4557","no"
"4558","yes"
"4559","no"
"4560","no"
"4561","no"
"4562","yes"
"4563","no"
"4564","no"
"4565","no"
"4566","no"
"4567","no"
"4568","no"
"4569","no"
"4570","no"
"4571","no"
"4572","no"
"4573","no"
"4574","no"
"4575","no"
"4576","no"
"4577","no"
"4578","no"
"4579","no"
"4580","no"
"4581","no"
"4582","no"
"4583","no"
"4584","no"
"4585","no"
"4586","no"
"4587","no"
"4588","no"
"4589","no"
"4590","no"
"4591","no"
"4592","no"
"4593","no"
"4594","no"
"4595","no"
"4596","no"
"4597","no"
"4598","no"
"4599","no"
"4600","no"
"4601","no"
"4602","no"
"4603","no"
"4604","yes"
"4605","yes"
"4606","no"
"4607","no"
"4608","yes"
"4609","yes"
"4610","no"
"4611","no"
"4612","no"
"4613","yes"
"4614","no"
"4615","no"
"4616","no"
"4617","no"
"4618","no"
"4619","yes"
"4620","yes"
"4621","no"
"4622","no"
"4623","no"
"4624","no"
"4625","no"
"4626","no"
"4627","no"
"4628","no"
"4629","no"
"4630","yes"
"4631","no"
"4632","no"
"4633","no"
"4634","no"
"4635","no"
"4636","no"
"4637","no"
"4638","no"
"4639","no"
"4640","no"
"4641","no"
"4642","no"
"4643","no"
"4644","no"
"4645","no"
"4646","no"
"4647","no"
"4648","no"
"4649","no"
"4650","no"
"4651","no"
"4652","no"
"4653","no"
"4654","no"
"4655","no"
"4656","no"
"4657","no"
"4658","no"
"4659","no"
"4660","no"
"4661","no"
"4662","no"
"4663","no"
"4664","no"
"4665","no"
"4666","no"
"4667","yes"
"4668","no"
"4669","no"
"4670","no"
"4671","no"
"4672","no"
"4673","no"
"4674","yes"
"4675","no"
"4676","no"
"4677","no"
"4678","yes"
"4679","no"
"4680","no"
"4681","no"
"4682","no"
"4683","no"
"4684","no"
"4685","no"
"4686","no"
"4687","no"
"4688","no"
"4689","yes"
"4690","no"
"4691","yes"
"4692","yes"
"4693","no"
"4694","no"
"4695","no"
"4696","no"
"4697","no"
"4698","no"
"4699","no"
"4700","no"
"4701","yes"
"4702","no"
"4703","yes"
"4704","yes"
"4705","no"
"4706","no"
"4707","no"
"4708","no"
"4709","no"
"4710","no"
"4711","no"
"4712","no"
"4713","no"
"4714","no"
"4715","no"
"4716","no"
"4717","no"
"4718","no"
"4719","no"
"4720","no"
"4721","no"
"4722","no"
"4723","no"
"4724","no"
"4725","no"
"4726","yes"
"4727","no"
"4728","no"
"4729","yes"
"4730","no"
"4731","no"
"4732","no"
"4733","no"
"4734","yes"
"4735","no"
"4736","yes"
"4737","no"
"4738","no"
"4739","no"
"4740","yes"
"4741","yes"
"4742","no"
"4743","no"
"4744","yes"
"4745","no"
"4746","no"
"4747","no"
"4748","no"
"4749","no"
"4750","no"
"4751","no"
"4752","no"
"4753","no"
"4754","no"
"4755","no"
"4756","no"
"4757","no"
"4758","yes"
"4759","no"
"4760","no"
"4761","no"
"4762","yes"
"4763","no"
"4764","no"
"4765","no"
"4766","no"
"4767","no"
"4768","no"
"4769","yes"
"4770","no"
"4771","no"
"4772","no"
"4773","no"
"4774","no"
"4775","no"
"4776","no"
"4777","no"
"4778","no"
"4779","no"
"4780","no"
"4781","no"
"4782","no"
"4783","no"
"4784","no"
"4785","no"
"4786","no"
"4787","yes"
"4788","no"
"4789","no"
"4790","no"
"4791","yes"
"4792","no"
"4793","no"
"4794","no"
"4795","no"
"4796","no"
"4797","no"
"4798","no"
"4799","yes"
"4800","no"
"4801","no"
"4802","no"
"4803","no"
"4804","no"
"4805","yes"
"4806","no"
"4807","no"
"4808","no"
"4809","no"
"4810","no"
"4811","no"
"4812","no"
"4813","no"
"4814","no"
"4815","no"
"4816","no"
"4817","no"
"4818","no"
"4819","no"
"4820","no"
"4821","no"
"4822","yes"
"4823","no"
"4824","no"
"4825","no"
"4826","no"
"4827","no"
"4828","no"
"4829","no"
"4830","no"
"4831","yes"
"4832","no"
"4833","no"
"4834","no"
"4835","no"
"4836","no"
"4837","no"
"4838","no"
"4839","no"
"4840","no"
"4841","no"
"4842","no"
"4843","no"
"4844","no"
"4845","no"
"4846","no"
"4847","no"
"4848","no"
"4849","no"
"4850","no"
"4851","no"
"4852","no"
"4853","no"
"4854","no"
"4855","no"
"4856","no"
"4857","no"
"4858","no"
"4859","no"
"4860","no"
"4861","no"
"4862","no"
"4863","no"
"4864","no"
"4865","no"
"4866","no"
"4867","no"
"4868","no"
"4869","no"
"4870","no"
"4871","yes"
"4872","no"
"4873","no"
"4874","no"
"4875","no"
"4876","no"
"4877","no"
"4878","no"
"4879","no"
"4880","no"
"4881","no"
"4882","no"
"4883","no"
"4884","no"
"4885","no"
"4886","no"
"4887","no"
"4888","no"
"4889","yes"
"4890","no"
"4891","no"
"4892","no"
"4893","no"
"4894","no"
"4895","no"
"4896","no"
"4897","no"
"4898","no"
"4899","no"
"4900","no"
"4901","no"
"4902","yes"
"4903","no"
"4904","no"
"4905","no"
"4906","no"
"4907","no"
"4908","no"
"4909","yes"
"4910","no"
"4911","no"
"4912","yes"
"4913","no"
"4914","no"
"4915","no"
"4916","no"
"4917","yes"
"4918","yes"
"4919","no"
"4920","no"
"4921","no"
"4922","no"
"4923","yes"
"4924","no"
"4925","no"
"4926","no"
"4927","no"
"4928","yes"
"4929","no"
"4930","no"
"4931","no"
"4932","no"
"4933","no"
"4934","no"
"4935","no"
"4936","no"
"4937","no"
"4938","yes"
"4939","yes"
"4940","no"
"4941","no"
"4942","no"
"4943","no"
"4944","no"
"4945","no"
"4946","yes"
"4947","no"
"4948","no"
"4949","no"
"4950","no"
"4951","no"
"4952","no"
"4953","no"
"4954","no"
"4955","no"
"4956","no"
"4957","no"
"4958","no"
"4959","no"
"4960","no"
"4961","no"
"4962","no"
"4963","no"
"4964","no"
"4965","no"
"4966","no"
"4967","no"
"4968","no"
"4969","no"
"4970","no"
"4971","no"
"4972","no"
"4973","no"
"4974","no"
"4975","no"
"4976","no"
"4977","no"
"4978","no"
"4979","no"
"4980","no"
"4981","no"
"4982","no"
"4983","no"
"4984","no"
"4985","no"
"4986","no"
"4987","no"
"4988","no"
"4989","no"
"4990","no"
"4991","no"
"4992","no"
"4993","no"
"4994","no"
"4995","no"
"4996","no"
"4997","no"
"4998","no"
"4999","no"
"5000","yes"
"5001","no"
"5002","no"
"5003","no"
"5004","no"
"5005","no"
"5006","yes"
"5007","no"
"5008","no"
"5009","no"
"5010","no"
"5011","no"
"5012","no"
"5013","no"
"5014","yes"
"5015","no"
"5016","no"
"5017","no"
"5018","no"
"5019","no"
"5020","no"
"5021","no"
"5022","no"
"5023","no"
"5024","no"
"5025","yes"
"5026","no"
"5027","no"
"5028","no"
"5029","no"
"5030","yes"
"5031","yes"
"5032","no"
"5033","no"
"5034","yes"
"5035","no"
"5036","no"
"5037","no"
"5038","no"
"5039","no"
"5040","no"
"5041","no"
"5042","no"
"5043","no"
"5044","no"
"5045","no"
"5046","no"
"5047","no"
"5048","no"
"5049","no"
"5050","no"
"5051","no"
"5052","no"
"5053","no"
"5054","no"
"5055","no"
"5056","no"
"5057","no"
"5058","yes"
"5059","yes"
"5060","no"
"5061","no"
"5062","no"
"5063","no"
"5064","no"
"5065","no"
"5066","no"
"5067","no"
"5068","no"
"5069","no"
"5070","no"
"5071","no"
"5072","no"
"5073","no"
"5074","yes"
"5075","no"
"5076","no"
"5077","no"
"5078","no"
"5079","no"
"5080","no"
"5081","no"
"5082","no"
"5083","no"
"5084","no"
"5085","no"
"5086","no"
"5087","no"
"5088","no"
"5089","no"
"5090","no"
"5091","no"
"5092","no"
"5093","no"
"5094","no"
"5095","yes"
"5096","no"
"5097","no"
"5098","no"
"5099","no"
"5100","no"
"5101","no"
"5102","no"
"5103","no"
"5104","no"
"5105","no"
"5106","no"
"5107","no"
"5108","no"
"5109","no"
"5110","no"
"5111","no"
"5112","no"
"5113","no"
"5114","no"
"5115","no"
"5116","no"
"5117","no"
"5118","no"
"5119","no"
"5120","no"
"5121","yes"
"5122","no"
"5123","no"
"5124","no"
"5125","no"
"5126","no"
"5127","no"
"5128","no"
"5129","no"
"5130","no"
"5131","no"
"5132","no"
"5133","no"
"5134","no"
"5135","no"
"5136","no"
"5137","no"
"5138","no"
"5139","no"
"5140","yes"
"5141","no"
"5142","no"
"5143","no"
"5144","no"
"5145","no"
"5146","no"
"5147","no"
"5148","no"
"5149","yes"
"5150","no"
"5151","no"
"5152","no"
"5153","no"
"5154","no"
"5155","no"
"5156","no"
"5157","no"
"5158","no"
"5159","yes"
"5160","no"
"5161","yes"
"5162","no"
"5163","no"
"5164","no"
"5165","no"
"5166","no"
"5167","no"
"5168","no"
"5169","no"
"5170","no"
"5171","no"
"5172","no"
"5173","no"
"5174","no"
"5175","no"
"5176","no"
"5177","no"
"5178","no"
"5179","no"
"5180","no"
"5181","no"
"5182","no"
"5183","yes"
"5184","no"
"5185","no"
"5186","no"
"5187","no"
"5188","no"
"5189","no"
"5190","no"
"5191","yes"
"5192","no"
"5193","no"
"5194","no"
"5195","no"
"5196","no"
"5197","no"
"5198","no"
"5199","no"
"5200","no"
"5201","no"
"5202","no"
"5203","no"
"5204","no"
"5205","no"
"5206","no"
"5207","no"
"5208","no"
"5209","no"
"5210","no"
"5211","no"
"5212","no"
"5213","no"
"5214","no"
"5215","no"
"5216","no"
"5217","no"
"5218","no"
"5219","no"
"5220","no"
"5221","no"
"5222","no"
"5223","no"
"5224","no"
"5225","no"
"5226","no"
"5227","no"
"5228","no"
"5229","no"
"5230","no"
"5231","no"
"5232","no"
"5233","no"
"5234","no"
"5235","no"
"5236","no"
"5237","no"
"5238","no"
"5239","yes"
"5240","no"
"5241","no"
"5242","no"
"5243","no"
"5244","no"
"5245","no"
"5246","no"
"5247","no"
"5248","no"
"5249","no"
"5250","no"
"5251","no"
"5252","no"
"5253","no"
"5254","no"
"5255","yes"
"5256","no"
"5257","no"
"5258","no"
"5259","no"
"5260","no"
"5261","no"
"5262","no"
"5263","no"
"5264","no"
"5265","no"
"5266","no"
"5267","no"
"5268","no"
"5269","no"
"5270","no"
"5271","no"
"5272","no"
"5273","no"
"5274","no"
"5275","no"
"5276","no"
"5277","no"
"5278","no"
"5279","no"
"5280","no"
"5281","no"
"5282","no"
"5283","yes"
"5284","no"
"5285","no"
"5286","no"
"5287","no"
"5288","yes"
"5289","no"
"5290","no"
"5291","no"
"5292","no"
"5293","no"
"5294","no"
"5295","no"
"5296","no"
"5297","no"
"5298","yes"
"5299","no"
"5300","no"
"5301","no"
"5302","no"
"5303","no"
"5304","no"
"5305","yes"
"5306","yes"
"5307","no"
"5308","no"
"5309","no"
"5310","no"
"5311","yes"
"5312","no"
"5313","no"
"5314","no"
"5315","no"
"5316","no"
"5317","no"
"5318","no"
"5319","no"
"5320","no"
"5321","no"
"5322","no"
"5323","no"
"5324","no"
"5325","no"
"5326","no"
"5327","no"
"5328","no"
"5329","no"
"5330","no"
"5331","no"
"5332","yes"
"5333","no"
"5334","no"
"5335","no"
"5336","no"
"5337","no"
"5338","no"
"5339","no"
"5340","no"
"5341","no"
"5342","no"
"5343","yes"
"5344","yes"
"5345","yes"
"5346","no"
"5347","no"
"5348","no"
"5349","no"
"5350","no"
"5351","no"
"5352","yes"
"5353","no"
"5354","no"
"5355","no"
"5356","no"
"5357","no"
"5358","no"
"5359","no"
"5360","no"
"5361","no"
"5362","no"
"5363","no"
"5364","no"
"5365","no"
"5366","no"
"5367","yes"
"5368","no"
"5369","no"
"5370","no"
"5371","no"
"5372","no"
"5373","no"
"5374","no"
"5375","no"
"5376","no"
"5377","no"
"5378","no"
"5379","no"
"5380","no"
"5381","no"
"5382","yes"
"5383","yes"
"5384","no"
"5385","yes"
"5386","no"
"5387","yes"
"5388","no"
"5389","no"
"5390","no"
"5391","yes"
"5392","no"
"5393","no"
"5394","no"
"5395","no"
"5396","no"
"5397","no"
"5398","yes"
"5399","no"
"5400","no"
"5401","no"
"5402","no"
"5403","no"
"5404","no"
"5405","no"
"5406","no"
"5407","no"
"5408","no"
"5409","no"
"5410","no"
"5411","yes"
"5412","no"
"5413","no"
"5414","no"
"5415","no"
"5416","no"
"5417","no"
"5418","no"
"5419","no"
"5420","no"
"5421","no"
"5422","no"
"5423","no"
"5424","no"
"5425","yes"
"5426","yes"
"5427","no"
"5428","no"
"5429","yes"
"5430","no"
"5431","no"
"5432","no"
"5433","no"
"5434","no"
"5435","no"
"5436","no"
"5437","no"
"5438","no"
"5439","no"
"5440","no"
"5441","no"
"5442","no"
"5443","no"
"5444","no"
"5445","no"
"5446","no"
"5447","no"
"5448","no"
"5449","no"
"5450","no"
"5451","no"
"5452","no"
"5453","no"
"5454","no"
"5455","no"
"5456","no"
"5457","no"
"5458","no"
"5459","no"
"5460","no"
"5461","no"
"5462","no"
"5463","no"
"5464","no"
"5465","no"
"5466","no"
"5467","no"
"5468","no"
"5469","no"
"5470","no"
"5471","yes"
"5472","no"
"5473","no"
"5474","no"
"5475","no"
"5476","no"
"5477","no"
"5478","no"
"5479","no"
"5480","no"
"5481","no"
"5482","no"
"5483","no"
"5484","no"
"5485","no"
"5486","no"
"5487","no"
"5488","no"
"5489","no"
"5490","no"
"5491","no"
"5492","no"
"5493","no"
"5494","no"
"5495","yes"
"5496","no"
"5497","no"
"5498","no"
"5499","no"
"5500","no"
"5501","no"
"5502","no"
"5503","no"
"5504","no"
"5505","no"
"5506","yes"
"5507","no"
"5508","no"
"5509","no"
"5510","no"
"5511","no"
"5512","no"
"5513","no"
"5514","no"
"5515","no"
"5516","no"
"5517","no"
"5518","no"
"5519","no"
"5520","no"
"5521","no"
"5522","no"
"5523","no"
"5524","no"
"5525","no"
"5526","no"
"5527","no"
"5528","no"
"5529","no"
"5530","no"
"5531","no"
"5532","no"
"5533","no"
"5534","no"
"5535","no"
"5536","no"
"5537","yes"
"5538","no"
"5539","no"
"5540","no"
"5541","no"
"5542","no"
"5543","no"
"5544","no"
"5545","yes"
"5546","no"
"5547","no"
"5548","no"
"5549","no"
"5550","no"
"5551","no"
"5552","yes"
"5553","no"
"5554","no"
"5555","yes"
"5556","no"
"5557","no"
"5558","no"
"5559","no"
"5560","no"
"5561","no"
"5562","yes"
"5563","no"
"5564","no"
"5565","no"
"5566","no"
"5567","no"
"5568","no"
"5569","no"
"5570","no"
"5571","no"
"5572","no"
"5573","no"
"5574","no"
"5575","no"
"5576","no"
"5577","yes"
"5578","no"
"5579","no"
"5580","no"
"5581","no"
"5582","no"
"5583","no"
"5584","no"
"5585","no"
"5586","no"
"5587","no"
"5588","no"
"5589","no"
"5590","no"
"5591","no"
"5592","no"
"5593","no"
"5594","no"
"5595","no"
"5596","no"
"5597","no"
"5598","no"
"5599","no"
"5600","no"
"5601","no"
"5602","no"
"5603","no"
"5604","no"
"5605","no"
"5606","no"
"5607","no"
"5608","no"
"5609","no"
"5610","no"
"5611","yes"
"5612","no"
"5613","yes"
"5614","no"
"5615","no"
"5616","yes"
"5617","no"
"5618","no"
"5619","no"
"5620","no"
"5621","no"
"5622","no"
"5623","no"
"5624","no"
"5625","no"
"5626","yes"
"5627","no"
"5628","no"
"5629","no"
"5630","no"
"5631","no"
"5632","no"
"5633","no"
"5634","yes"
"5635","no"
"5636","no"
"5637","no"
"5638","no"
"5639","no"
"5640","no"
"5641","no"
"5642","no"
"5643","no"
"5644","no"
"5645","no"
"5646","yes"
"5647","no"
"5648","yes"
"5649","no"
"5650","no"
"5651","no"
"5652","no"
"5653","no"
"5654","no"
"5655","no"
"5656","no"
"5657","no"
"5658","no"
"5659","no"
"5660","no"
"5661","no"
"5662","no"
"5663","no"
"5664","no"
"5665","no"
"5666","yes"
"5667","no"
"5668","no"
"5669","no"
"5670","no"
"5671","no"
"5672","no"
"5673","no"
"5674","no"
"5675","yes"
"5676","no"
"5677","no"
"5678","no"
"5679","no"
"5680","no"
"5681","no"
"5682","no"
"5683","no"
"5684","no"
"5685","no"
"5686","no"
"5687","no"
"5688","no"
"5689","no"
"5690","yes"
"5691","no"
"5692","yes"
"5693","no"
"5694","no"
"5695","yes"
"5696","no"
"5697","no"
"5698","yes"
"5699","no"
"5700","no"
"5701","no"
"5702","no"
"5703","no"
"5704","yes"
"5705","no"
"5706","no"
"5707","yes"
"5708","no"
"5709","no"
"5710","yes"
"5711","no"
"5712","yes"
"5713","no"
"5714","no"
"5715","no"
"5716","no"
"5717","no"
"5718","no"
"5719","no"
"5720","no"
"5721","no"
"5722","no"
"5723","yes"
"5724","no"
"5725","no"
"5726","no"
"5727","no"
"5728","no"
"5729","no"
"5730","no"
"5731","yes"
"5732","no"
"5733","no"
"5734","no"
"5735","yes"
"5736","no"
"5737","no"
"5738","no"
"5739","no"
"5740","no"
"5741","no"
"5742","no"
"5743","yes"
"5744","no"
"5745","no"
"5746","no"
"5747","no"
"5748","no"
"5749","no"
"5750","no"
"5751","no"
"5752","yes"
"5753","no"
"5754","no"
"5755","no"
"5756","no"
"5757","no"
"5758","no"
"5759","yes"
"5760","no"
"5761","no"
"5762","no"
"5763","no"
"5764","no"
"5765","no"
"5766","no"
"5767","no"
"5768","yes"
"5769","no"
"5770","no"
"5771","no"
"5772","no"
"5773","yes"
"5774","yes"
"5775","no"
"5776","no"
"5777","no"
"5778","yes"
"5779","no"
"5780","no"
"5781","no"
"5782","no"
"5783","no"
"5784","no"
"5785","no"
"5786","no"
"5787","no"
"5788","yes"
"5789","no"
"5790","no"
"5791","no"
"5792","no"
"5793","no"
"5794","no"
"5795","no"
"5796","no"
"5797","no"
"5798","no"
"5799","no"
"5800","no"
"5801","no"
"5802","no"
"5803","no"
"5804","no"
"5805","no"
"5806","yes"
"5807","no"
"5808","no"
"5809","no"
"5810","no"
"5811","no"
"5812","no"
"5813","no"
"5814","no"
"5815","no"
"5816","no"
"5817","no"
"5818","no"
"5819","no"
"5820","no"
"5821","no"
"5822","no"
"5823","no"
"5824","no"
"5825","no"
"5826","no"
"5827","no"
"5828","no"
"5829","yes"
"5830","no"
"5831","no"
"5832","no"
"5833","no"
"5834","no"
"5835","no"
"5836","no"
"5837","no"
"5838","no"
"5839","no"
"5840","no"
"5841","no"
"5842","no"
"5843","no"
"5844","yes"
"5845","no"
"5846","no"
"5847","no"
"5848","no"
"5849","no"
"5850","no"
"5851","no"
"5852","no"
"5853","no"
"5854","no"
"5855","no"
"5856","no"
"5857","no"
"5858","no"
"5859","no"
"5860","no"
"5861","no"
"5862","no"
"5863","no"
"5864","no"
"5865","no"
"5866","no"
"5867","no"
"5868","no"
"5869","no"
"5870","no"
"5871","no"
"5872","no"
"5873","no"
"5874","no"
"5875","no"
"5876","yes"
"5877","no"
"5878","no"
"5879","no"
"5880","no"
"5881","yes"
"5882","no"
"5883","no"
"5884","no"
"5885","no"
"5886","no"
"5887","no"
"5888","no"
"5889","no"
"5890","no"
"5891","no"
"5892","no"
"5893","no"
"5894","no"
"5895","no"
"5896","no"
"5897","no"
"5898","yes"
"5899","yes"
"5900","no"
"5901","no"
"5902","no"
"5903","yes"
"5904","no"
"5905","no"
"5906","yes"
"5907","no"
"5908","yes"
"5909","yes"
"5910","no"
"5911","yes"
"5912","no"
"5913","no"
"5914","no"
"5915","no"
"5916","no"
"5917","no"
"5918","no"
"5919","yes"
"5920","no"
"5921","no"
"5922","no"
"5923","no"
"5924","yes"
"5925","no"
"5926","no"
"5927","no"
"5928","no"
"5929","no"
"5930","no"
"5931","no"
"5932","no"
"5933","no"
"5934","no"
"5935","no"
"5936","no"
"5937","no"
"5938","no"
"5939","yes"
"5940","no"
"5941","no"
"5942","no"
"5943","no"
"5944","no"
"5945","no"
"5946","no"
"5947","no"
"5948","no"
"5949","no"
"5950","no"
"5951","no"
"5952","no"
"5953","no"
"5954","no"
"5955","no"
"5956","no"
"5957","no"
"5958","no"
"5959","no"
"5960","no"
"5961","no"
"5962","no"
"5963","no"
"5964","no"
"5965","no"
"5966","no"
"5967","no"
"5968","no"
"5969","no"
"5970","no"
"5971","no"
"5972","no"
"5973","no"
"5974","no"
"5975","no"
"5976","no"
"5977","yes"
"5978","yes"
"5979","no"
"5980","no"
"5981","no"
"5982","no"
"5983","no"
"5984","no"
"5985","no"
"5986","no"
"5987","no"
"5988","no"
"5989","no"
"5990","no"
"5991","no"
"5992","no"
"5993","no"
"5994","no"
"5995","no"
"5996","no"
"5997","no"
"5998","yes"
"5999","yes"
"6000","no"
"6001","no"
"6002","no"
"6003","no"
"6004","no"
"6005","no"
"6006","no"
"6007","no"
"6008","no"
"6009","no"
"6010","no"
"6011","no"
"6012","yes"
"6013","yes"
"6014","no"
"6015","no"
"6016","no"
"6017","no"
"6018","no"
"6019","no"
"6020","yes"
"6021","no"
"6022","no"
"6023","no"
"6024","yes"
"6025","no"
"6026","no"
"6027","no"
"6028","no"
"6029","no"
"6030","no"
"6031","no"
"6032","yes"
"6033","no"
"6034","no"
"6035","no"
"6036","no"
"6037","no"
"6038","no"
"6039","yes"
"6040","no"
"6041","no"
"6042","no"
"6043","no"
"6044","no"
"6045","no"
"6046","no"
"6047","no"
"6048","no"
"6049","no"
"6050","no"
"6051","no"
"6052","no"
"6053","no"
"6054","no"
"6055","no"
"6056","no"
"6057","no"
"6058","no"
"6059","no"
"6060","no"
"6061","no"
"6062","no"
"6063","no"
"6064","no"
"6065","no"
"6066","no"
"6067","no"
"6068","no"
"6069","no"
"6070","no"
"6071","no"
"6072","no"
"6073","yes"
"6074","no"
"6075","no"
"6076","no"
"6077","no"
"6078","no"
